set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
6331-1,Patriot Jet,16.5,40,17,4,1,Modern day,Town,Flight,,1996,,,161,2
6334-1,Wave Jump Racers,20,42,28,4.2,6,Modern day,Town,Leisure,,1996,,,181,4
6335-1,Indy Transport,30,113,41,4.9,9,Modern day,Town,Racing,,1996,,,397,3
6337-1,Fast Track Finish,40,150,47,4,4,Modern day,Town,Racing,,1996,,,329,6
6404-1,Carriage Ride,8.75,35,17,5,1,Modern day,Town,Paradisa,,1996,,,62,2
6418-1,Country Club,42,256,104,,,Modern day,Town,Paradisa,,1996,,,280,5
6491-1,Rocket Racer,4.5,28,4,3.4,5,Action/Adventure,Time Cruisers,,,1996,,,58,1
6492-1,Hypno Cruiser,22,59,18,3.7,3,Action/Adventure,Time Cruisers,,,1996,,,157,2
6493-1,Flying Time Vessel,44,63,31,3.8,4,Action/Adventure,Time Cruisers,,,1996,,,237,2
6494-1,Magic Mountain Time Lab,64,142,44,4.2,5,Action/Adventure,Time Cruisers,,,1996,,,504,4
6500-1,Holiday Village,,,,,,Modern day,Town,Shops and Services,,1996,,,,0
6517-1,Water Jet,3,11,3,4,7,Modern day,Town,Leisure,,1996,,,29,1
6518-1,Baja Buggy,3.5,8,3,4,7,Modern day,Town,Coastguard,,1996,,,37,1
6545-1,Search N' Rescue,26.5,61,16,5,2,Modern day,Town,Police,,1996,,,286,3
6546-1,Slick Racer,4,26,4,4.5,6,Modern day,Town,Racing,,1996,,,39,1
6563-1,Gator Landing,27.5,63,26,4.4,5,Modern day,Town,Leisure,,1996,,,233,3
6581-1,Dig 'N' Dump,13.25,29,11,4.7,3,Modern day,Town,Construction,,1996,,,127,2
6598-1,Metro PD Station,66,287,53,5,2,Modern day,Town,Police,,1996,,,552,8
6615-1,Eagle Stunt Flyer,8.75,44,8,4.6,5,Modern day,Town,Flight,,1996,,,76,1
6625-1,Speed Trackers,6.75,40,8,4.3,6,Modern day,Town,Police,,1996,,,62,2
6712-1,Sheriff's Showdown,4,26,10,4.1,9,Historical,Western,Cowboys,,1996,,,28,2
6716-1,Covered Wagon,8,72,27,4.3,10,Historical,Western,Cowboys,,1996,,,64,1
6755-1,Sheriff's Lock-Up,25,120,43,4.6,17,Historical,Western,Cowboys,,1996,,,176,4
6761-1,Bandit's Secret Hide-Out,40,198,89,5,10,Historical,Western,Cowboys,,1996,,,250,5
6765-1,Gold City Junction,50,249,96,5,8,Historical,Western,Cowboys,,1996,,,350,6
6769-1,Fort Legoredo,85,399,163,4.9,14,Historical,Western,Cowboys,,1996,,,687,10
6815-1,Hovertron,3,19,4,4.3,12,Action/Adventure,Space,Exploriens,,1996,,,29,1
6854-1,Alien Fossilizer,6,45,15,3.8,5,Action/Adventure,Space,Exploriens,,1996,,,53,1
6856-1,Planetary Decoder,8,30,8,4,6,Action/Adventure,Space,Exploriens,,1996,,,80,1
6899-1,Nebula Outpost,15,84,16,4.3,12,Action/Adventure,Space,Exploriens,,1996,,,158,2
6938-1,Scorpion Detector,24,132,35,4.8,5,Action/Adventure,Space,Exploriens,,1996,,,196,2
6958-1,Android Base,40,307,46,4.7,7,Action/Adventure,Space,Exploriens,,1996,,,267,2
6982-1,Explorien Starship,80,153,80,4.1,18,Action/Adventure,Space,Exploriens,,1996,,,662,3
8207-1,Dune Duster,8,17,3,4,5,Technical,Technic,,,1996,,,86,0
8223-1,Hydrofoil 7,,26,8,4.5,2,Technical,Technic,,,1996,,,124,1
8230-1,Coastal Cop Buggy,22,41,22,4,1,Technical,Technic,,,1996,,,175,1
8244-1,Convertables,33,45,34,3.7,3,Technical,Technic,,,1996,,,275,1
8286-1,3-In-1 Car,84,134,50,3.5,2,Technical,Technic,,,1996,,,734,2
8408-1,Desert Ranger,30,60,22,3.5,2,Technical,Technic,,,1996,,,289,0
8425-1,Black Falcon,49.5,145,76,3,1,Technical,Technic,,,1996,,,465,0
8443-1,Pneumatic Log Loader,59,127,70,5,2,Technical,Technic,,,1996,,,327,0
8456-1,Fiber Optic Multi Set,74,85,41,,,Technical,Technic,,,1996,,,404,0
8480-1,Space Shuttle,158,615,218,4.9,10,Technical,Technic,,,1996,,,1368,0
1782-1,Discovery Station,50,146,81,4.2,5,Modern day,Town,Divers,,1997,,,322,5
2126-1,Train Cars,69.5,159,118,5,1,Modern day,Trains,9V,,1997,,,378,5
2129-1,Blast-Off Dragster,7,28,9,4.5,2,Technical,Technic,,,1997,,,63,0
2147-1,Dragon Fly,28,25,,4,1,Modern day,Town,Special,,1997,,,183,2
2148-1,LEGO Truck,11,62,21,4.2,5,Modern day,Town,Vehicles,,1997,,,105,1
2149-1,Color Line Container Lorry,,138,85,,,Modern day,Town,Special,,1997,,,191,1
2151-1,Robo Raider,12,38,15,3.9,9,Action/Adventure,Space,RoboForce,,1997,,,136,1
2152-1,Robo Raptor,20,75,22,4.3,6,Action/Adventure,Space,RoboForce,,1997,,,221,1
2153-1,Robo Stalker,30,64,35,2.8,5,Action/Adventure,Space,RoboForce,,1997,,,280,2
2154-1,Robo Master,36,119,49,3.8,5,Action/Adventure,Space,RoboForce,,1997,,,366,2
2160-1,Crystal Scavenger,15,47,17,4.8,4,Action/Adventure,Aquazone,Aquaraiders,,1997,,,110,1
2161-1,Aqua Dozer,25,90,21,4.8,6,Action/Adventure,Aquazone,Aquaraiders,,1997,,,136,1
2162-1,Hydro Reef Wrecker,40,89,44,4,3,Action/Adventure,Aquazone,Aquaraiders,,1997,,,287,2
2181-1,Infomaniac,,44,45,4.5,2,Modern day,Town,Special,,1997,,,4,1
2845-1,Indian Chief,,12,7,4,2,Historical,Western,Indians,,1997,,,20,1
2846-1,Indian Kayak,,17,11,4.3,4,Historical,Western,Indians,,1997,,,18,1
2847-1,Flyer,,11,4,3.7,7,Action/Adventure,Space,UFO,,1997,,,15,1
2848-1,Flying Machine,,7,3,3.3,3,Historical,Castle,Fright Knights,,1997,,,19,1
2849-1,Helicopter,,5,2,3,3,Modern day,Town,Flight,,1997,,,20,1
2870-1,Paradisa Barbeque,,8,3,5,1,Modern day,Town,Paradisa,,1997,,,19,1
2871-1,Diver and Shark,,12,10,3.8,6,Modern day,Town,Divers,,1997,,,16,1
2872-1,Witch and Fireplace,,10,4,4.1,7,Historical,Castle,Fright Knights,,1997,,,19,1
2880-1,Open-Top Jeep,,6,2,3,2,Modern day,Town,Vehicles,,1997,,,29,0
2881-1,Parking Gate Attendant,,8,3,3,3,Modern day,Town,Vehicles,,1997,,,19,1
2882-1,Speedboat,,7,5,,,Modern day,Town,Boats,,1997,,,22,1
2883-1,Boat,,8,3,2,2,Modern day,Town,Boats,,1997,,,28,0
2884-1,Microlight,,8,2,2.5,2,Modern day,Town,Flight,,1997,,,20,1
2885-1,Ice Cream Seller,,7,5,3,2,Modern day,Town,Shops and Services,,1997,,,27,1
2886-1,Formula 1 Racing Car,2,6,2,3.8,5,Modern day,Town,Racing,,1997,,,25,0
2887-1,Petrol Station Attendant and Pump,,4,2,2.5,2,Modern day,Town,Shops and Services,,1997,,,15,1
3200-1,Beauty Studio,16.5,53,37,,,Girls,Scala,,,1997,,,31,1
3201-1,Living Room,,26,44,,,Girls,Scala,,,1997,,,31,1
3202-1,Laundry Room,,45,33,,,Girls,Scala,,,1997,,,42,1
3203-1,Dressing Table,,19,10,,,Girls,Scala,,,1997,,,18,1
3240-1,Ashley's Miniature Garden,,42,28,,,Girls,Scala,,,1997,,,54,1
3241-1,Nursery,22,46,,,,Girls,Scala,,,1997,,,54,2
3242-1,Bathroom,,56,80,,,Girls,Scala,,,1997,,,76,1
3243-1,Kitchen,26.5,55,,,,Girls,Scala,,,1997,,,92,2
3270-1,Dream Cottage,76,132,167,,,Girls,Scala,,,1997,,,120,1
3290-1,The Big Family House,,,212,,,Girls,Scala,,,1997,,,265,3
5561-1,Big Foot 4 x 4,88,190,146,5,1,Model making,Model Team,,,1997,,,761,0
5821-1,Pamela's Picnic Time,,10,7,,,Girls,Belville,,,1997,,,9,1
5822-1,Jennifer and Foal,,15,11,,,Girls,Belville,,,1997,,,5,1
5853-1,Lucinda and Cressida,,17,11,,,Girls,Belville,,,1997,,,5,1
5854-1,Pony Trekking,,,35,5,1,Girls,Belville,,,1997,,,47,2
5855-1,Riding Stables,,,76,,,Girls,Belville,,,1997,,,148,3
5874-1,Nursery,,68,53,,,Girls,Belville,,,1997,,,62,3
6004-1,Crossbow Cart,,21,12,3.3,4,Historical,Castle,Fright Knights,,1997,,,20,1
6006-1,Crossbow Cart,,,,,,Historical,Castle,Fright Knights,,1997,,,20,0
6007-1,Bat Lord,4.5,42,12,4.1,14,Historical,Castle,Fright Knights,,1997,,,12,1
6027-1,Bat Lord's Catapult,6.75,35,10,4,6,Historical,Castle,Fright Knights,,1997,,,55,2
6037-1,Witch's Windship,8,41,17,3.2,5,Historical,Castle,Fright Knights,,1997,,,56,1
6047-1,Traitor Transport,,175,35,4.4,5,Historical,Castle,Fright Knights,,1997,,,139,3
6087-1,Witch's Magic Manor,44,148,58,3.1,9,Historical,Castle,Fright Knights,,1997,,,250,6
6097-1,Night Lord's Castle,80,221,102,4.8,14,Historical,Castle,Fright Knights,,1997,,,601,8
6099-1,Traitor Transport,20,118,80,4.7,3,Historical,Castle,Fright Knights,,1997,,,140,3
6204-1,Buccaneers,6,121,39,4.5,2,Historical,Pirates,Accessories,,1997,,,36,5
6249-1,Pirates Ambush,22,160,109,4.3,4,Historical,Pirates,,,1997,,,156,3
6250-1,Cross Bone Clipper,33,250,200,3.5,4,Historical,Pirates,,,1997,,,154,3
6281-1,Pirates Perilous Pitfall,73,381,225,4.5,4,Historical,Pirates,,,1997,,,395,6
6320-1,"Road Plates, Junction",6,40,14,5,2,Modern day,Town,Accessories,,1997,,,2,0
6321-1,"Road Plates, Curved",6,30,20,5,1,Modern day,Town,Accessories,,1997,,,2,0
6322-1,"Road Plates, Straight",6,38,13,4.7,3,Modern day,Town,Accessories,,1997,,,2,0
6323-1,"Road Plates, Cross",6.99,22,7,4,3,Modern day,Town,Accessories,,1997,,,2,0
6400-1,Go-Kart,,8,2,4,4,Modern day,Town,Racing,,1997,,,23,1
6406-1,Go-Kart,2,9,2,3,2,Modern day,Town,Racing,,1997,,,23,1
6407-1,Fire Chief,5.5,8,3,2.5,4,Modern day,Town,Fire,,1997,,,26,1
6417-1,Show Jumping Event,4,33,10,3,2,Modern day,Town,Paradisa,,1997,,,36,1
6441-1,Deep Sea Refuge,60,170,74,5,10,Modern day,Town,Divers,,1997,,,449,5
6442-1,Sting Ray Explorer,20,85,23,4.8,5,Modern day,Town,Divers,,1997,,,152,3
6444-1,Outback Airstrip,20,53,26,5,3,Modern day,Town,Outback,,1997,,,167,3
6486-1,Fire Engine,10,24,7,3.5,2,Modern day,Town,Fire,,1997,,,66,1
6487-1,Mountain Rescue,6,20,10,4,2,Modern day,Town,Outback,,1997,,,68,1
6489-1,Seaside Holiday Cottage,13.25,177,41,4,1,Modern day,Town,Paradisa,,1997,,,86,2
6490-1,Amazon Crossing,15,54,18,4.6,8,Modern day,Town,Outback,,1997,,,116,1
6495-1,Time Tunnelator,10,17,10,4,2,Action/Adventure,Time Cruisers,Time Twisters,,1997,,,81,1
6496-1,Whirling Time Warper,22,67,23,4.3,4,Action/Adventure,Time Cruisers,Time Twisters,,1997,,,152,2
6497-1,Twisted Time Train,38.5,101,39,5,4,Action/Adventure,Time Cruisers,Time Twisters,,1997,,,300,4
6499-1,Time Tunnelator,10,18,13,4.4,5,Action/Adventure,Time Cruisers,Time Twisters,,1997,,,81,1
6547-1,Fun Fair,27.5,256,73,4.5,2,Modern day,Town,Paradisa,,1997,,,193,5
6548-1,Octan Gas Station,24,62,25,1.5,4,Modern day,Town,City,,1997,,,125,3
6549-1,Roadblock Runners,30,67,29,4.5,4,Modern day,Town,Vehicles,,1997,,,183,4
6550-1,Outback Racer,4,20,4,3.8,6,Modern day,Town,Outback,,1997,,,49,1
6553-1,Crisis News Crew,12,65,26,4.2,5,Modern day,Town,Outback,,1997,,,136,3
6554-1,Blaze Brigade,44,370,27,2.4,7,Modern day,Town,Fire,,1997,,,255,4
6555-1,Sea Hunter,4.5,20,8,4.1,7,Modern day,Town,Divers,,1997,,,30,1
6556-1,Scuba Squad,8.75,28,8,4.7,7,Modern day,Town,Divers,,1997,,,77,2
6557-1,Treasure Hunters,22,43,158,5,1,Modern day,Town,Divers,,1997,,,150,3
6558-1,Shark Cage Cove,30,95,34,4.7,3,Modern day,Town,Divers,,1997,,,187,3
6559-1,Deep Sea Bounty,44,161,51,4.5,4,Modern day,Town,Divers,,1997,,,348,5
6560-1,Diving Expedition Explorer,79,220,137,5,1,Modern day,Town,Divers,,1997,,,471,7
6564-1,Recycle Truck,7.25,8,4,2.3,9,Modern day,Town,Maintenance,,1997,,,35,1
6565-1,Construction Crew,16.5,22,12,3.8,5,Modern day,Town,Construction,,1997,,,78,3
6566-1,Bank,15,50,16,3.3,13,Modern day,Town,City,,1997,,,99,2
6599-1,Shark Attack,10,47,12,4.7,3,Modern day,Town,Divers,,1997,,,58,2
6706-1,Frontier Patrol,6,41,23,4.6,11,Historical,Western,Cowboys,,1997,,,30,3
6709-1,Tribal Chief,4,25,10,3.8,6,Historical,Western,Indians,,1997,,,16,1
6718-1,Raindance Ridge,8,50,20,3.8,6,Historical,Western,Indians,,1997,,,74,2
6746-1,Chief's Tepee,20,150,49,4.1,8,Historical,Western,Indians,,1997,,,134,3
6748-1,Boulder Cliff Canyon,40,250,99,4,1,Historical,Western,Indians,,1997,,,256,6
6766-1,Rapid River Village,60,332,123,5,8,Historical,Western,Indians,,1997,,,353,7
6790-1,Bandit with Gun,2,15,6,4.2,5,Historical,Western,Cowboys,,1997,,,21,1
6791-1,Bandit's Wheelgun,2,20,8,4.3,3,Historical,Western,Cowboys,,1997,,,21,1
6799-1,Showdown Canyon,10,76,33,4.7,3,Historical,Western,Cowboys,,1997,,,75,4
6800-1,Cyber Blaster,,8,3,3.4,5,Action/Adventure,Space,UFO,,1997,,,20,1
6816-1,Cyber Blaster,2,6,5,4,1,Action/Adventure,Space,UFO,,1997,,,20,1
6818-1,Cyborg Scout,3,10,5,4.3,11,Action/Adventure,Space,UFO,,1997,,,36,1
6829-1,Radon Rover,6,25,7,3.3,4,Action/Adventure,Space,UFO,,1997,,,53,1
6836-1,V-Wing Fighter,4,40,8,4.9,7,Action/Adventure,Space,UFO,,1997,,,40,1
6900-1,Cyber Saucer,22,171,27,4.5,8,Action/Adventure,Space,UFO,,1997,,,114,1
6915-1,Warp Wing Fighter,30,200,36,4.8,12,Action/Adventure,Space,UFO,,1997,,,236,2
6975-1,Alien Avenger,60,187,58,4.7,18,Action/Adventure,Space,UFO,,1997,,,369,4
6979-1,Interstellar Starfighter,80,172,85,4.3,10,Action/Adventure,Space,UFO,,1997,,,292,3
6999-1,Cyber Saucer,20,62,21,4,3,Action/Adventure,Space,UFO,,1997,,,114,1
8205-1,Bungee Blaster,7,23,4,4,1,Technical,Technic,,,1997,,,63,0
8215-1,Gyro Copter,8,16,8,5,1,Technical,Technic,,,1997,,,107,0
8216-1,Turbo 1,10,36,5,4.5,2,Technical,Technic,,,1997,,,97,0
8222-1,VTOL,,40,10,3.5,2,Technical,Technic,,,1997,,,138,1
8229-1,Tread Trekker,22,45,17,5,2,Technical,Technic,,,1997,,,185,1
8232-1,Chopper Force,25,45,20,5,1,Technical,Technic,,,1997,,,289,1
8250-1,Search Sub,49.5,126,55,4,3,Technical,Technic,,,1997,,,383,1
8277-1,Giant Model Set,40,134,38,4,2,Technical,Technic,,,1997,,,554,0
8414-1,Mountain Rambler,30,39,24,3.7,3,Technical,Technic,,,1997,,,244,0
8437-1,Future Car,54,85,33,4.5,2,Technical,Technic,,,1997,,,419,0
8459-1,Pneumatic Front-End Loader,82,223,96,5,4,Technical,Technic,,,1997,,,591,0
8479-1,Barcode Multi-Set,164,329,98,4.4,9,Technical,Technic,,,1997,,,1280,0
8735-1,"Motor Set, 9V",40,34,23,3.5,4,Technical,Technic,Supplementary,,1997,1622.208,0.28,60,0
2234-1,Police Chase,,137,36,2,1,Modern day,Town,Special,,1998,,,146,5
2531-1,Rescue Chopper,,37,20,,,Modern day,Town,Special,,1998,,,99,2
2532-1,Aircraft and Ground Crew,19.75,175,41,4,1,Modern day,Town,Special,,1998,,,143,3
2535-1,Formula 1 Racing Car,2,6,3,4,4,Modern day,Town,Racing,,1998,,,30,1
2536-1,Divers Jet Ski,2,5,3,4.2,5,Modern day,Town,Divers,,1998,,,23,1
2537-1,Extreme Team Raft,2,5,3,3.7,9,Modern day,Town,Extreme Team,,1998,,,24,1
2538-1,Fire-Cart,2,7,4,4,2,Historical,Castle,Fright Knights,,1998,,,20,1
2539-1,Flying Machine,2,7,4,3,4,Historical,Castle,Fright Knights,,1998,,,21,1
2540-1,Catapault Cart,2,9,4,3.3,6,Historical,Castle,Fright Knights,,1998,,,28,1
2541-1,Adventurers Car,2,6,5,4.3,3,Historical,Adventurers,Desert,,1998,,,24,1
2542-1,Adventurers Aeroplane,2,6,4,3.8,4,Historical,Adventurers,Desert,,1998,,,21,1
2543-1,Spacecraft,2,9,4,3.8,6,Action/Adventure,Space,UFO,,1998,,,18,1
2544-1,Motorcycle,1.5,5,2,4,3,Technical,Technic,,,1998,,,27,0
2554-1,Formula 1 Pit Stop,,35,20,5,2,Modern day,Town,Racing,,1998,,,168,5
2555-1,Belville Swing Set,9,50,,3,2,Girls,Belville,,,1998,,,47,2
2556-1,Ferrari Formula 1 Racing Car,,99,52,4.7,6,Model making,Model Team,,,1998,,,580,0
2584-1,Biker Bob,,8,4,4.3,6,Modern day,Town,Special,,1998,,,22,1
2585-1,Track Buggy with Station Master and Cool Kid,,26,19,4.5,2,Modern day,Trains,9V,,1998,,,32,2
2586-1,The Crazy LEGO King,,24,9,4.3,6,Historical,Castle,Miscellaneous,,1998,,,26,1
2854-1,Bungee Chopper,7,12,9,,,Technical,Technic,Competition,,1998,,,72,0
2879-1,Desert Expedition,20,126,46,5,3,Historical,Adventurers,Desert,,1998,,,196,5
2889-1,Treasure Cart,,26,10,,,Historical,Castle,Crusaders,,1998,,,23,1
2890-1,Stone Bomber,,46,,5,1,Historical,Castle,Black Knights,,1998,,,22,1
2891-1,Wizard Trader,,46,,3,2,Historical,Castle,Dragon Knights,,1998,,,17,1
2892-1,Thunder Arrow Boat,,46,,,,Historical,Castle,Royal Knights,,1998,,,21,1
2962-1,Res-Q Lifeguard,6.75,37,10,4.5,2,Modern day,Town,Res-Q,,1998,,,70,2
2963-1,Extreme Team Racer,6,12,4,4.6,10,Modern day,Town,Extreme Team,,1998,,,84,1
2964-1,Space Spider,6,45,18,,,Action/Adventure,Space,Insectoids,,1998,,,46,1
2965-1,Hornet Scout,8,19,15,5,3,Action/Adventure,Space,Insectoids,,1998,,,73,2
2995-1,Adventurers Car,,60,33,4.6,5,Historical,Adventurers,Desert,,1998,,,70,2
2996-1,Adventurers Tomb,8,80,45,3.5,4,Historical,Adventurers,Desert,,1998,,,81,2
3012-1,Space Hover,,,4,,,Action/Adventure,Space,UFO,,1998,,,20,1
3013-1,Space Jet,,,8,,,Action/Adventure,Space,Spyrius,,1998,,,23,1
3014-1,Ice Planet Scooter,,18,11,5,1,Action/Adventure,Space,Ice Planet 2002,,1998,,,19,1
3015-1,Space Police Car,,18,10,4,2,Action/Adventure,Space,Space Police 2,,1998,,,23,1
3016-1,Master and Heavy Gun,,,,5,1,Historical,Castle,Ninja,,1998,,,24,1
3017-1,Ninpo Water Spider,2,10,9,5,1,Historical,Castle,Ninja,,1998,,,25,1
3018-1,LEGO Shogun Go!,,,,5,2,Historical,Castle,Ninja,,1998,,,25,1
3019-1,Ninpo Big Bat,2,8,3,4,2,Historical,Castle,Ninja,,1998,,,23,1
3020-1,Jones' Raft,,16,,,,Historical,Adventurers,Desert,,1998,,,18,1
3021-1,King Farao Third,,16,7,,,Historical,Adventurers,Desert,,1998,,,17,1
3022-1,Harry Caine's Airplane,,16,,5,1,Historical,Adventurers,Desert,,1998,,,23,1
3023-1,Sly Boot's Car,,16,10,4,1,Historical,Adventurers,Desert,,1998,,,24,1
3038-1,Super Challenge,70,,,,,Technical,Technic,Competition,,1998,,,366,2
3054-1,Motorcycle,,7,6,3,1,Technical,Technic,,,1998,,,30,0
3055-1,Adventurers Car,,13,5,4.3,3,Historical,Adventurers,Desert,,1998,,,21,1
3056-1,Go-Kart,,7,3,4,3,Modern day,Town,Racing,,1998,,,23,1
3100-1,Sporty SCALA Girl,,11,,,,Girls,Scala,,,1998,,,14,0
3101-1,Dressing Up,,5,,,,Girls,Scala,,,1998,,,11,0
3102-1,Leisure Wear for Christian,,5,,,,Girls,Scala,,,1998,,,11,0
3103-1,Christian in Blue Blazer,7.75,22,15,,,Girls,Scala,,,1998,,,9,1
3104-1,Ashley,7.75,20,22,,,Girls,Scala,,,1998,,,7,1
3105-1,Emma in Flower Dress,,,,,,Girls,Scala,,,1998,,,8,1
3106-1,Marie in Rainbow Skirt,,24,,,,Girls,Scala,,,1998,,,10,1
3107-1,Andrea in Sun Dress,,27,,,,Girls,Scala,,,1998,,,8,1
3108-1,Birthday Accessories,4.5,37,13,,,Girls,Scala,,,1998,,,25,0
3110-1,Four Animal Friends,7,22,,,,Girls,Scala,,,1998,,,16,0
3112-1,Baby's Nursery,,39,,,,Girls,Scala,,,1998,,,32,1
3114-1,My Place,,,,,,Girls,Scala,,,1998,,,49,0
3115-1,Kitchen,13.75,26,18,,,Girls,Scala,,,1998,,,41,0
3116-1,Cool Ice Cream Café,,46,,,,Girls,Scala,,,1998,,,65,1
3117-1,SCALA Flashy Pool,38,,92,,,Girls,Scala,,,1998,,,83,2
3118-1,Fun Fashion Boutique,54,,102,,,Girls,Scala,,,1998,,,116,1
3119-1,Sunshine Home,96,269,79,,,Girls,Scala,,,1998,,,168,3
3120-1,Additional Room,,45,,,,Girls,Scala,,,1998,,,1,0
3204-1,Auntie Jane and Cousin Sophie,,34,,,,Girls,Scala,,,1998,,,27,2
3205-1,Julie's Picnic Lunch,,79,,,,Girls,Scala,,,1998,,,26,1
3206-1,Ashley's Snack Time,,33,,,,Girls,Scala,,,1998,,,18,1
3210-1,Party Dress and Accessories,,16,,,,Girls,Scala,,,1998,,,22,0
3211-1,Accessories for Anna,,17,,,,Girls,Scala,,,1998,,,21,0
3220-1,My Dad,,40,,,,Girls,Scala,,,1998,,,16,1
3225-1,Classic Train,66,257,170,3.7,3,Modern day,Trains,9V,,1998,,,281,3
3244-1,Boutique,,,,,,Girls,Scala,,,1998,,,,0
3245-1,Ice Cream Parlour,,,,,,Girls,Scala,,,1998,,,,0
3260-1,Swimming Pool,,,,,,Girls,Scala,,,1998,,,,0
3302-1,Field Bases,,35,22,4,4,Modern day,Town,Football,,1998,,,2,0
3303-1,Goals and Linesmen,,25,16,4,1,Modern day,Town,Football,,1998,,,63,3
3304-1,Dutch Footballer,,4,1,3,1,Modern day,Town,Football,,1998,,,4,1
3305-1,World Team / Scottish Footballer,,5,1,4,4,Modern day,Town,Football,,1998,,,4,1
3306-1,Goalkeepers,,6,3,,,Modern day,Town,Football,,1998,,,8,2
3308-1,Side Stand,,48,15,4,1,Modern day,Town,Football,,1998,,,84,3
3309-1,Head Stand,,48,51,4,2,Modern day,Town,Football,,1998,,,96,3
3310-1,Press Box,,43,17,3,1,Modern day,Town,Football,,1998,,,93,2
3311-1,Television Tower,,36,11,,,Modern day,Town,Football,,1998,,,99,2
3312-1,Paramedic Unit,,40,17,,,Modern day,Town,Football,,1998,,,78,2
3313-1,Lighting Towers,,48,25,4,2,Modern day,Town,Football,,1998,,,96,1
3314-1,Police Unit,,44,30,3.5,2,Modern day,Town,Football,,1998,,,143,4
3317-1,German Footballer,,4,,,,Modern day,Town,Football,,1998,,,4,1
3318-1,English Footballer,,5,,4,1,Modern day,Town,Football,,1998,,,4,1
3320-1,Austrian Footballer,,4,,,,Modern day,Town,Football,,1998,,,4,1
3323-1,German Footballer and Ball,,16,,,,Modern day,Town,Football,,1998,,,5,1
3324-1,World Footballer and Ball,,11,,,,Modern day,Town,Football,,1998,,,5,1
3442-1,LEGOLAND California Truck,10,75,25,4.7,3,Modern day,Town,Vehicles,,1998,,,106,1
3501-1,Jet-Car,,12,2,3.5,2,Technical,Znap,,,1998,,,26,0
3502-1,Bi-Wing,,3,3,3,1,Technical,Znap,,,1998,,,24,0
3503-1,Mini-Sonic,,,,,,Technical,Znap,,,1998,,,22,0
3504-1,Hook-Truck,,8,4,3,1,Technical,Znap,,,1998,,,30,0
3510-1,Promotional Set,1,5,1,2,2,Technical,Znap,,,1998,,,25,0
3531-1,Tri-Bike,,,6,,,Technical,Znap,,,1998,,,29,0
3532-1,Jet-Ski,,8,3,,,Technical,Znap,,,1998,,,25,0
3551-1,Dino-Jet,10,,,,,Technical,Znap,,,1998,,,80,0
3552-1,Hover Sub,20,30,11,2,1,Technical,Znap,,,1998,,,126,0
3571-1,Blackmobile,20,,42,4,1,Technical,Znap,,,1998,,,142,0
3581-1,Red Formula 1 with Storage,20,27,,4,1,Technical,Znap,,,1998,,,171,0
3591-1,Rota-Beast,30,45,,,,Technical,Znap,,,1998,,,265,0
3722-1,Treasure Tomb,20,120,70,5,1,Historical,Adventurers,Desert,,1998,,,164,0
4304-1,Chopper Cop,,,,,,Modern day,Town,Special,,1998,,,17,1
4305-1,Cyborg Scout,,,,,,Action/Adventure,Space,UFO,,1998,,,36,1
5542-1,Black Thunder,40,186,66,5,2,Model making,Model Team,,,1998,,,483,0
5600-1,Radio Control Racer,80,95,32,4.7,3,Racing,Racers,,,1998,,,298,1
5841-1,Beach Fun,,22,13,,,Girls,Belville,,,1998,,,41,1
5844-1,Dolphin Windsurfer,5,20,14,3,1,Girls,Belville,,,1998,,,16,1
5845-1,Dolphin Show,11,53,14,3,1,Girls,Belville,,,1998,,,50,1
5846-1,Desert Island,,75,23,,,Girls,Belville,,,1998,,,87,2
5847-1,Surfers' Paradise,,,,,,Girls,Belville,,,1998,,,130,3
5848-1,The Belville Luxury Cruiser,44,149,45,4,1,Girls,Belville,,,1998,,,223,3
5900-1,Adventurer - Johnny Thunder,4.25,6,5,3,5,Historical,Adventurers,Desert,,1998,,,13,1
5909-1,Treasure Raiders,3.75,200,55,4,3,Historical,Adventurers,Desert,,1998,,,197,5
5918-1,Scorpion Tracker,4,35,8,4.6,20,Historical,Adventurers,Desert,,1998,,,35,1
5919-1,The Valley of the Kings,20,104,66,4,4,Historical,Adventurers,Desert,,1998,,,164,3
5928-1,Bi-Wing Baron,6,30,9,4.5,18,Historical,Adventurers,Desert,,1998,,,70,1
5938-1,Oasis Ambush,8,62,17,4.7,19,Historical,Adventurers,Desert,,1998,,,77,3
5948-1,Desert Expedition,20,,49,4.7,3,Historical,Adventurers,Desert,,1998,,,196,5
5958-1,Mummy's Tomb,30,100,40,4.4,9,Historical,Adventurers,Desert,,1998,,,260,4
5978-1,Sphinx Secret Surprise,50,170,78,4.8,12,Historical,Adventurers,Desert,,1998,,,347,7
5988-1,The Temple of Anubis,80,475,150,4.9,10,Historical,Adventurers,Desert,,1998,,,711,10
6013-1,Samurai Swordsman,3,12,10,4,6,Historical,Castle,Ninja,,1998,,,13,1
6028-1,Treasure Cart,,50,12,3.7,3,Historical,Castle,Fright Knights,,1998,,,22,1
6029-1,Treasure Guard,2,30,18,3,2,Historical,Castle,Fright Knights,,1998,,,22,1
6031-1,Fright Force,6,42,23,5,3,Historical,Castle,Fright Knights,,1998,,,30,4
6033-1,Treasure Transport,6,44,10,4.6,7,Historical,Castle,Ninja,,1998,,,54,3
