set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
7775-1,Aquabase Invasion,69.99,148,60,4.9,9,Action/Adventure,Aqua Raiders,,,2007,15925.248,1.62,840,5
7776-1,The Shipwreck,24.99,62,37,4.4,9,Action/Adventure,Aqua Raiders,,,2007,,,241,3
7786-1,The Batcopter: The Chase for Scarecrow,29.99,194,123,4.4,12,Licensed,Batman,,,2007,5308.416,0.5,293,2
7787-1,The Bat-Tank: The Riddler and Bane's Hideout,49.99,195,147,4,9,Licensed,Batman,,,2007,8294.4,0.79,645,3
7871-1,Whale,,9,5,4.5,4,Model making,Creator,,,2007,,,31,0
7872-1,Lion,,6,4,4.8,4,Model making,Creator,,,2007,,,57,0
7873-1,Aeroplane Set,,5,2,4.3,3,Model making,Creator,,,2007,,,38,0
7875-1,Backhoe,,7,2,4.7,3,Model making,Creator,,,2007,,,39,0
7876-1,Cement Truck,3.99,9,5,3.7,3,Model making,Creator,,,2007,,,44,0
7906-1,Fireboat,34.99,70,21,3.6,8,Modern day,City,Fire,,2007,9953.28,0.77,187,3
7907-1,City Advent Calendar,24.99,20,23,3.3,4,Modern day,City,Seasonal,,2007,,,232,8
7942-1,Off-Road Fire Rescue,9.99,16,5,4.2,22,Modern day,City,Fire,,2007,1658.88,0.19,131,1
7944-1,Fire Hovercraft,29.99,50,20,3.8,5,Modern day,City,Fire,,2007,7962.624,0.67,274,3
7945-1,Fire Station,59.99,97,43,4.6,18,Modern day,City,Fire,,2007,13271.04,1.31,600,4
7990-1,Cement Mixer,14.99,48,16,4.6,19,Modern day,City,Traffic,,2007,,,213,1
7991-1,Recycle Truck,16.99,46,14,4.7,40,Modern day,City,Traffic,,2007,3317.76,0.34,206,1
7992-1,Container Stacker,19.99,41,19,3.8,8,Modern day,City,Harbour,,2007,4147.2,0.44,218,1
7993-1,Service Station,39.99,92,45,4.6,10,Modern day,City,Traffic,,2007,,,402,3
7994-1,LEGO City Harbour,89.99,318,118,4.6,22,Modern day,City,Harbour,,2007,24035.328,2.28,659,5
7996-1,Train Rail Crossing,24.99,114,97,3,2,Modern day,City,Trains,,2007,,,4,0
7997-1,Train Station,44.99,155,68,4.3,7,Modern day,City,Trains,,2007,,,387,5
7998-1,Heavy Hauler,34.99,102,36,4.5,13,Modern day,City,Traffic,,2007,9953.28,0.75,332,1
8100-1,Cyclone Defender,7.99,7,11,3.8,20,Action/Adventure,Exo-Force,Golden City,,2007,1327.104,0.13,92,1
8101-1,Claw Crusher,7.99,24,10,4.5,13,Action/Adventure,Exo-Force,Golden City,,2007,1327.104,0.13,99,1
8102-1,Blade Titan,14.99,20,16,4.3,10,Action/Adventure,Exo-Force,Golden City,,2007,2654.208,0.32,162,1
8103-1,Sky Guardian,14.99,40,18,4.3,7,Action/Adventure,Exo-Force,Golden City,,2007,2654.208,0.32,144,1
8104-1,Shadow Crawler,14.99,26,11,4.3,13,Action/Adventure,Exo-Force,Golden City,,2007,2654.208,0.33,161,2
8105-1,Iron Condor,14.99,25,13,4.2,12,Action/Adventure,Exo-Force,Golden City,,2007,2654.208,0.31,141,1
8106-1,Aero Booster,29.99,64,43,4.6,7,Action/Adventure,Exo-Force,Golden City,,2007,7962.624,0.73,312,1
8107-1,Fight for the Golden Tower,49.99,53,42,4,8,Action/Adventure,Exo-Force,Golden City,,2007,13271.04,1.15,571,2
8108-1,Mobile Devastator,89.99,108,111,4,3,Action/Adventure,Exo-Force,Golden City,,2007,24035.328,2.11,1009,13
8130-1,Terrain Crusher,4.99,9,3,4,4,Racing,Racers,Tiny Turbos,,2007,719.712,0.1,44,0
8131-1,Raceway Rider,4.99,14,2,3.7,3,Racing,Racers,Tiny Turbos,,2007,719.712,0.09,51,0
8132-1,Night Driver,4.99,18,3,4,5,Racing,Racers,Tiny Turbos,,2007,719.712,0.1,41,0
8133-1,Rally Runner,4.99,8,4,4.4,5,Racing,Racers,Tiny Turbos,,2007,719.712,0.09,51,0
8134-1,Night Crusher,19.99,25,11,4.4,5,Racing,Racers,Tiny Turbos,,2007,3981.312,0.42,265,0
8135-1,Bridge Chase,39.99,70,33,5,1,Racing,Racers,Tiny Turbos,,2007,8294.4,0.76,542,0
8136-1,Fire Crusher,10,12,6,5,1,Racing,Racers,Power Racers,,2007,2073.6,0.18,65,0
8137-1,Booster Beast,9.99,12,5,5,1,Racing,Racers,Power Racers,,2007,2073.6,0.21,70,0
8138-1,Phantom Crasher,10,14,6,,,Racing,Racers,Power Racers,,2007,2073.6,0.18,85,0
8139-1,Night Blazer,9.99,19,5,4,2,Racing,Racers,Power Racers,,2007,2073.6,0.18,66,0
8140-1,Tow Trasher,19.99,22,7,3.5,2,Racing,Racers,Power Racers,,2007,3981.312,0.4,182,0
8141-1,Off Road Power,19.99,18,11,4.5,2,Racing,Racers,Power Racers,,2007,3981.312,0.48,201,0
8142-1,Ferrari 248 F1 1:24,19.99,77,18,2.8,4,Racing,Racers,Ferrari,,2007,3981.312,0.38,167,0
8143-1,Ferrari F430 Challenge 1:17,49.99,90,58,3.2,5,Racing,Racers,Ferrari,,2007,10616.832,1.24,690,0
8144-1,Ferrari 248 F1 Team (Michael Schumacher Edition),69.99,200,129,3,1,Racing,Racers,Ferrari,,2007,,,726,8
8144-2,Ferrari F1 Team (Kimi Räikkönen Edition),,250,90,5,1,Racing,Racers,Ferrari,,2007,15925.248,1.53,726,8
8145-1,Ferrari 599 GTB Fiorano 1:10,109.99,731,192,3.4,5,Racing,Racers,Ferrari,,2007,,,1327,0
8146-1,Nitro Muscle,49.99,60,57,3.7,3,Racing,Racers,Power Racers,,2007,,,598,0
8147-1,Bullet Run,49.99,50,46,4.8,5,Racing,Racers,Tiny Turbos,,2007,10616.832,1.2,796,0
8270-1,Rough Terrain Crane,9.99,53,9,3.7,6,Technical,Technic,,,2007,2211.84,0.25,106,0
8271-1,Wheel Loader,19.99,30,19,3.9,8,Technical,Technic,,,2007,3317.76,0.4,200,0
8272-1,Snowmobile,29.99,93,25,4,10,Technical,Technic,,,2007,5308.416,0.61,331,0
8273-1,Off Road Truck,49.99,102,32,4.6,5,Technical,Technic,,,2007,10616.832,1.3,805,0
8274-1,Combine Harvester,69.99,334,97,4,3,Technical,Technic,,,2007,13271.04,1.55,1025,0
8275-1,Motorized Bulldozer,149.99,563,176,4.9,15,Technical,Technic,,,2007,30044.16,2.89,1384,0
8910-1,Toa Kongu,9.99,53,12,4.1,16,Constraction,Bionicle,Toa Mahri,,2007,2252.16,0.27,64,0
8911-1,Toa Jaller,9.99,55,12,4.7,15,Constraction,Bionicle,Toa Mahri,,2007,2252.16,0.29,68,0
8912-1,Toa Hewkii,9.99,42,12,4.2,15,Constraction,Bionicle,Toa Mahri,,2007,2252.16,0.27,62,0
8913-1,Toa Nuparu,9.99,36,11,4.5,15,Constraction,Bionicle,Toa Mahri,,2007,2252.16,0.29,59,0
8914-1,Toa Hahli,9.99,40,13,4.6,16,Constraction,Bionicle,Toa Mahri,,2007,2252.16,0.3,59,0
8915-1,Toa Matoro,9.99,36,11,4.4,15,Constraction,Bionicle,Toa Mahri,,2007,2252.16,0.29,63,0
8916-1,Takadox,9.99,54,11,4.4,13,Constraction,Bionicle,Barraki,,2007,2187.68,0.21,62,0
8917-1,Kalmah,9.99,52,9,4.2,14,Constraction,Bionicle,Barraki,,2007,2187.68,0.22,53,0
8918-1,Carapar,9.99,40,10,4.3,7,Constraction,Bionicle,Barraki,,2007,2187.68,0.23,50,0
8919-1,Mantax,9.99,31,10,4.2,10,Constraction,Bionicle,Barraki,,2007,2187.68,0.23,58,0
8920-1,Ehlek,9.99,34,11,3.9,18,Constraction,Bionicle,Barraki,,2007,2187.68,0.22,54,0
8921-1,Pridak,9.99,38,9,3.5,10,Constraction,Bionicle,Barraki,,2007,2187.68,0.21,47,0
8922-1,Gadunka,19.99,68,38,4.3,11,Constraction,Bionicle,Warriors,,2007,4147.2,0.41,176,0
8923-1,Hydraxon,19.99,114,42,4.7,13,Constraction,Bionicle,Warriors,,2007,4147.2,0.35,165,0
8924-1,Maxilos and Spinax,29.99,108,60,4.8,13,Constraction,Bionicle,Warriors,,2007,7962.624,0.55,256,0
8925-1,Barraki Deepsea Patrol ,29.99,56,44,4,1,Constraction,Bionicle,Playsets,,2007,6635.52,0.6,228,4
8926-1,Toa Undersea Attack ,49.99,75,60,5,1,Constraction,Bionicle,Playsets,,2007,9953.28,0.81,401,6
8927-1,Toa Terrain Crawler ,69.99,185,116,5,3,Constraction,Bionicle,Playsets,,2007,15925.248,1.5,674,10
8929-1,Defilak,4.99,14,5,4.5,11,Constraction,Bionicle,Matoran,,2007,995.328,0.1,37,0
8930-1,Dekar,4.99,18,7,4.6,9,Constraction,Bionicle,Matoran,,2007,995.328,0.1,37,0
8931-1,Thulox,5,25,5,3.8,6,Constraction,Bionicle,Matoran,,2007,995.328,0.1,39,0
8932-1,Morak,4.99,7,3,4.4,7,Constraction,Bionicle,Matoran,,2007,995.328,0.1,40,0
8934-1,Squid Ammo,1.99,9,2,2.6,5,Constraction,Bionicle,Accessories,,2007,269.568,0.02,7,0
8935-1,Nocturn,14.99,128,40,4.5,6,Constraction,Bionicle,Warriors,,2007,,,116,0
8939-1,Lesovikk,19.99,100,58,4.3,4,Constraction,Bionicle,Warriors,,2007,,,149,0
8940-1,Karzahni,39.99,275,146,4.5,8,Constraction,Bionicle,Warriors,,2007,,,373,0
10178-1,Motorised Walking AT-AT,129.99,545,206,4.9,29,Licensed,Star Wars,Episode V,,2007,,,1137,4
10179-1,Ultimate Collector's Millennium Falcon,499.99,1441,1059,4.9,14,Licensed,Star Wars,Ultimate Collector Series,,2007,,,5197,5
10181-1,Eiffel Tower ,199.99,741,551,5,8,Model making,Creator Expert,Buildings,,2007,,,3428,0
10182-1,Cafe Corner,139.99,1390,602,4.7,27,Model making,Creator Expert,Modular Buildings,,2007,,,2056,3
10190-1,Market Street,89.99,1512,589,4.7,9,Model making,Creator Expert,Modular Buildings,,2007,,,1248,3
2230-1,In-flight Helicopter and Raft,,36,22,5,1,Modern day,City,Airport,,2008,,,115,2
3830-1,The Bikini Bottom Express,19.99,130,27,4.4,11,Licensed,SpongeBob SquarePants,,,2008,3981.312,0.41,210,3
3831-1,Rocket Ride,29.99,164,36,4.2,6,Licensed,SpongeBob SquarePants,,,2008,6635.52,0.6,279,3
3832-1,The Emergency Room,29.99,73,39,3.8,5,Licensed,SpongeBob SquarePants,,,2008,,,236,3
4210-1,Coast Guard Platform,49.99,141,56,4.6,7,Modern day,City,Coast Guard,,2008,,,469,4
4837-1,Mini Trains,4.99,16,6,4.6,10,Model making,Creator,,,2008,705.024,0.11,73,0
4838-1,Mini Vehicles,4.99,15,4,4.4,5,Model making,Creator,,,2008,705.024,0.11,79,0
4897-1,Police Trike,,,,,,Modern day,City,Police,,2008,,,24,0
4898-1,Coast Guard Boat,,23,5,5,2,Modern day,City,Coast Guard,,2008,,,35,1
4900-1,Fire Helicopter,,5,3,4,7,Modern day,City,Fire,,2008,,,34,1
4993-1,Cool Convertible,49.99,100,45,4.7,6,Model making,Creator,,,2008,9953.28,1.35,648,0
4994-1,Fierce Creatures,12.99,38,12,4.3,4,Model making,Creator,,,2008,2654.208,0.28,193,0
4995-1,Cargo Copter,19.99,28,17,4.4,7,Model making,Creator,,,2008,4976.64,0.6,272,0
4996-1,Beach House,34.99,78,36,4.7,33,Model making,Creator,,,2008,7962.624,1.13,522,0
4997-1,Transport Ferry,69.99,162,89,5,13,Model making,Creator,,,2008,21233.664,2.24,1279,0
4998-1,Stegosaurus,49.99,140,57,4.3,3,Model making,Creator,,,2008,9953.28,1.34,731,0
4999-1,Vestas Wind Turbine,,351,233,5,4,Model making,Creator Expert,Vestas,,2008,,,815,3
5372-1,Skeleton Chariot,,,,5,1,Historical,Castle,Fantasy Era,,2008,,,20,0
5373-1,Knight & Catapult,,,,,,Historical,Castle,Fantasy Era,,2008,,,21,0
5610-1,Builder,3.49,8,4,4.1,15,Modern day,City,Construction,,2008,,,23,1
5611-1,Public Works,3.49,6,4,4.5,12,Modern day,City,Traffic,,2008,,,31,1
5612-1,Police Officer,3.49,6,3,4.4,20,Modern day,City,Police,,2008,442.368,0.03,21,1
5613-1,Firefighter,3.49,5,2,4.4,12,Modern day,City,Fire,,2008,442.368,0.03,25,1
5614-1,The Good Wizard,,10,6,4.1,24,Historical,Castle,Fantasy Era,,2008,,,16,1
5615-1,The Knight,3.49,9,6,4.4,25,Historical,Castle,Fantasy Era,,2008,442.368,0.03,21,1
5616-1,Mini Robot,3.49,9,3,4.4,17,Action/Adventure,Space,Mars Mission,,2008,442.368,0.03,24,2
5617-1,Alien Jet,,7,4,3.8,9,Action/Adventure,Space,Mars Mission,,2008,,,21,1
5618-1,Troll Warrior,3.49,8,5,4.3,11,Historical,Castle,Fantasy Era,,2008,442.368,0.04,19,1
5619-1,Crystal Hawk,3.49,17,4,3.8,11,Action/Adventure,Space,Mars Mission,,2008,442.368,0.04,26,1
5620-1,Street Cleaner,3.49,7,3,4.4,16,Modern day,City,Construction,,2008,442.368,0.03,22,1
5621-1,Coast Guard Kayak,3.49,7,3,4.3,12,Modern day,City,Coast Guard,,2008,442.368,0.04,21,1
5625-1,Police 4x4,,4,1,5,1,Modern day,City,Police,,2008,,,32,1
5626-1,Coast Guard Bike,,17,4,4.7,6,Modern day,City,Coast Guard,,2008,,,13,1
5627-1,Mini Dozer,,6,5,3.5,2,Modern day,City,Construction,,2008,,,23,1
6126-1,Good Guy 2008,,,16,,,Constraction,Bionicle,,,2008,,,26,0
6127-1,Bad Guy 2008,,,24,4,1,Constraction,Bionicle,,,2008,,,29,0
6128-1,Function 2008,,,5,,,Constraction,Bionicle,,,2008,,,22,0
7037-1,Tower Raid,29.99,71,42,4.6,18,Historical,Castle,Fantasy Era,,2008,6635.52,0.75,364,5
7038-1,Troll Assault Wagon,19.99,44,24,4.3,13,Historical,Castle,Fantasy Era,,2008,4423.68,0.38,161,4
7040-1,Dwarves' Mine Defender,9.99,27,13,3.9,21,Historical,Castle,Fantasy Era,,2008,1658.88,0.16,86,3
7041-1,Troll Battle Wheel,39.99,83,56,4.4,9,Historical,Castle,Fantasy Era,,2008,,,508,6
7048-1,Troll Warship,79.99,177,135,4.7,9,Historical,Castle,Fantasy Era,,2008,21233.664,1.42,493,9
7235-2,Police Motorcycle,,11,5,4,2,Modern day,City,Police,,2008,,,28,1
7236-2,Police Car,5.99,16,5,5,2,Modern day,City,Police,,2008,,,59,1
7245-2,Prisoner Transport,,31,7,5,1,Modern day,City,Police,,2008,,,98,2
7583-1,Playful Puppy,12.99,9,6,4.5,2,Girls,Belville,,,2008,,,83,0
7585-1,Horse Stable,39.99,40,23,,,Girls,Belville,,,2008,,,209,1
7586-1,Sunshine Home,79.99,75,80,,,Girls,Belville,,,2008,,,450,3
7587-1,Horse Jumping,19.99,20,10,,,Girls,Belville,,,2008,,,54,1
7611-1,Police Car,,7,5,4,1,Racing,Racers,Tiny Turbos,,2008,,,35,0
7612-1,Muscle Car,,,,,,Racing,Racers,Tiny Turbos,,2008,,,37,0
7613-1,Track Racer,,24,5,,,Racing,Racers,Tiny Turbos,,2008,,,34,0
7620-1,Indiana Jones Motorcycle Chase,9.99,55,19,4.5,64,Licensed,Indiana Jones,Last Crusade,,2008,1658.88,0.14,79,3
7621-1,Indiana Jones and the Lost Tomb,19.99,107,38,4.5,35,Licensed,Indiana Jones,Raiders of the Lost Ark,,2008,3981.312,0.49,277,3
7622-1,Race for the Stolen Treasure,29.99,139,60,4.8,55,Licensed,Indiana Jones,Raiders of the Lost Ark,,2008,5308.416,0.53,272,4
7623-1,Temple Escape,59.99,251,99,4.6,26,Licensed,Indiana Jones,Raiders of the Lost Ark,,2008,11943.936,1.25,554,6
7624-1,Jungle Duel,9.99,44,19,4.3,44,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008,1658.88,0.12,90,3
7625-1,River Chase,19.99,53,26,4.5,29,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008,3981.312,0.42,234,4
7626-1,Jungle Cutter,39.99,104,34,4.7,28,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008,8957.952,0.77,511,4
7627-1,Temple of the Crystal Skull,79.99,201,87,4.8,19,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008,21233.664,1.98,929,10
7628-1,Peril in Peru,49.99,123,82,4.7,11,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008,,,625,6
7644-1,MX-81 Hypersonic Operations Aircraft,79.99,227,84,4.5,10,Action/Adventure,Space,Mars Mission,,2008,15925.248,1.89,795,5
7645-1,MT-61 Crystal Reaper,49.99,86,59,5,8,Action/Adventure,Space,Mars Mission,,2008,13271.04,1.16,600,6
7646-1,ETX Alien Infiltrator,29.99,65,32,4.5,18,Action/Adventure,Space,Mars Mission,,2008,6635.52,0.64,333,4
7647-1,MX-41 Switch Fighter,19.99,62,27,4.6,18,Action/Adventure,Space,Mars Mission,,2008,4976.64,0.51,235,2
7648-1,MT-21 Mobile Mining Unit,9.99,37,12,4.7,23,Action/Adventure,Space,Mars Mission,,2008,2073.6,0.22,130,2
7649-1,MT-201 Ultra-Drill Walker,69.99,182,83,5,12,Action/Adventure,Space,Mars Mission,,2008,,,759,3
7667-1,Imperial Dropship,9.99,29,15,4.4,65,Licensed,Star Wars,Legends,,2008,1327.104,0.13,81,4
7668-1,Rebel Scout Speeder,9.99,32,15,4.7,60,Licensed,Star Wars,Legends,,2008,1327.104,0.14,82,4
7669-1,Anakin's Jedi Starfighter,19.99,89,15,4.2,51,Licensed,Star Wars,The Clone Wars,,2008,3981.312,0.37,153,2
7670-1,Hailfire Droid & Spider Droid,19.99,54,23,4.3,50,Licensed,Star Wars,The Clone Wars,,2008,3981.312,0.31,249,5
7671-1,AT-AP Walker,39.99,72,35,4.6,35,Licensed,Star Wars,Episode III,,2008,7464.96,0.72,392,2
7672-1,Rogue Shadow,49.99,161,62,4.2,37,Licensed,Star Wars,Legends,,2008,9953.28,0.99,482,3
7673-1,Magna Guard Starfighter,44.99,76,36,4.4,23,Licensed,Star Wars,The Clone Wars,,2008,8957.952,0.77,431,2
7674-1,V-19 Torrent,54.99,111,53,4.4,29,Licensed,Star Wars,The Clone Wars,,2008,9953.28,0.99,471,1
7675-1,AT-TE Walker,89.99,233,121,4.6,45,Licensed,Star Wars,The Clone Wars,,2008,17694.72,1.53,798,6
7676-1,Republic Attack Gunship,119.99,342,159,4.8,72,Licensed,Star Wars,The Clone Wars,,2008,24035.328,2.04,1034,7
7678-1,Droid Gunship,29.99,55,28,4.4,14,Licensed,Star Wars,The Clone Wars,,2008,,,329,3
7679-1,Republic Fighter Tank,49.99,147,67,4.9,28,Licensed,Star Wars,The Clone Wars,,2008,,,592,2
7680-1,The Twilight,99.99,140,96,4.3,9,Licensed,Star Wars,The Clone Wars,,2008,,,882,4
7681-1,Separatist Spider Droid,29.99,73,36,3.9,48,Licensed,Star Wars,The Clone Wars,,2008,,,206,5
7723-1,Police Pontoon Plane,39.99,61,15,3.8,4,Modern day,City,Police,,2008,13271.04,0.84,215,1
7724-1,City Advent Calendar,29.99,34,24,4.6,5,Modern day,City,Seasonal,,2008,7962.624,0.41,196,10
7726-1,Coast Guard Truck with Speed Boat,39.99,55,17,3.5,6,Modern day,City,Coast Guard,,2008,8294.4,0.74,361,2
7728-1,Jet Pack,,,,,,Action/Adventure,Space,Mars Mission,,2008,,,,0
7729-1,Alien Flyer,,,,,,Action/Adventure,Space,Mars Mission,,2008,,,,0
7731-1,Mail Van,7.99,37,13,4.5,15,Modern day,City,Cargo,,2008,830.3,,66,1
7732-1,Air Mail,14.99,33,10,4.6,12,Modern day,City,Cargo,,2008,,,88,1
7733-1,Truck & Forklift,24.99,75,31,4.8,18,Modern day,City,Cargo,,2008,,,343,2
7734-1,Cargo Plane,49.99,162,63,4.7,12,Modern day,City,Cargo,,2008,,,463,3
7736-1,Coast Guard Quad Bike,4.99,9,3,4.5,13,Modern day,City,Coast Guard,,2008,663.552,0.07,33,1
7737-1,Coast Guard 4WD & Jet Scooter,9.99,22,7,4.4,14,Modern day,City,Coast Guard,,2008,1658.88,0.19,130,1
7738-1,Coast Guard Helicopter & Life Raft,39.99,62,23,4.4,18,Modern day,City,Coast Guard,,2008,13271.04,0.91,445,4
7739-1,Coast Guard Patrol Boat & Tower,59.99,116,42,4.5,12,Modern day,City,Coast Guard,,2008,17694.72,1.42,444,4
7741-1,Police Helicopter,9.99,15,4,4.6,31,Modern day,City,Police,,2008,1658.88,0.17,94,1
7743-1,Police Command Centre,44.99,72,20,4.3,13,Modern day,City,Police,,2008,11943.936,1.08,524,4
7744-1,Police Headquarters,89.99,170,49,4.9,21,Modern day,City,Police,,2008,24035.328,2.4,953,7
7796-1,House,,,,,,Model making,Creator,,,2008,,,56,0
7797-1,Bi-Plane,,10,4,5,2,Model making,Creator,,,2008,,,37,0
7798-1,Stegosaurus,,6,3,5,2,Model making,Creator,,,2008,,,47,0
7799-1,Cargo Copter,,3,2,3.5,2,Model making,Creator,,,2008,,,40,0
7884-1,Batman's Buggy: The Escape of Mr. Freeze,9.99,193,44,2.8,16,Licensed,Batman,,,2008,1658.88,0.13,76,2
7885-1,Robin's Scuba Jet: Attack of The Penguin,19.99,95,51,4.1,13,Licensed,Batman,,,2008,4976.64,0.46,207,2
7886-1,The Batcycle: Harley Quinn's Hammer Truck,29.99,190,95,4.6,8,Licensed,Batman,,,2008,7962.624,0.64,267,2
7888-1,The Tumbler: Joker's Ice Cream Surprise,49.99,418,214,4.7,12,Licensed,Batman,,,2008,13271.04,0.91,449,3
7979-1,Castle Advent Calendar,30,61,34,4.7,3,Historical,Castle,Seasonal,,2008,,,176,9
8028-1,TIE Fighter,4.99,4,2,4.6,7,Licensed,Star Wars,Mini Building Set,,2008,,,44,0
8029-1,Mini Snowspeeder,,,,,,Licensed,Star Wars,Episode V,,2008,,,66,0
8031-1,V-19 Torrent,3.99,6,4,4.8,8,Licensed,Star Wars,The Clone Wars,,2008,,,66,0
8111-1,River Dragon,7.99,26,13,4.3,8,Action/Adventure,Exo-Force,Deep Jungle,,2008,1327.104,0.17,112,1
8112-1,Arachnoid Stalker,7.99,25,10,4.6,7,Action/Adventure,Exo-Force,Deep Jungle,,2008,1327.104,0.15,131,1
8113-1,Assault Tiger,14.99,28,14,4.5,13,Action/Adventure,Exo-Force,Deep Jungle,,2008,2654.208,0.39,163,1
8114-1,Chameleon Hunter,14.99,35,25,4.4,5,Action/Adventure,Exo-Force,Deep Jungle,,2008,2654.208,0.36,188,1
8115-1,Dark Panther,14.99,33,18,4.2,5,Action/Adventure,Exo-Force,Deep Jungle,,2008,2654.208,0.36,244,3
8117-1,Storm Lasher,19.99,34,25,5,5,Action/Adventure,Exo-Force,Deep Jungle,,2008,3981.312,0.43,283,1
8118-1,Hybrid Rescue Tank,29.99,55,38,4.8,6,Action/Adventure,Exo-Force,Deep Jungle,,2008,6635.52,0.78,347,2
8148-1,EZ-Roadster,4.99,9,2,4.7,3,Racing,Racers,Tiny Turbos,,2008,719.712,0.1,45,0
8149-1,Midnight Streak,4.99,15,5,4.2,5,Racing,Racers,Tiny Turbos,,2008,719.712,0.09,43,0
8150-1,ZX Turbo,4.99,10,4,4.6,9,Racing,Racers,Tiny Turbos,,2008,719.712,0.1,55,0
8151-1,Adrift Sport,4.99,9,5,4.3,4,Racing,Racers,Tiny Turbos,,2008,,,52,0
8152-1,Speed Chasing,12.99,11,7,3.8,4,Racing,Racers,Tiny Turbos,,2008,2654.208,0.23,142,0
8153-1,Ferrari F1 Truck,19.99,46,10,4.3,4,Racing,Racers,Tiny Turbos,,2008,4976.64,0.45,270,0
8154-1,Brick Street Customs,69.99,79,50,4,1,Racing,Racers,Tiny Turbos,,2008,15925.248,1.61,1021,0
8155-1,Ferrari F1 Pit,39.99,90,58,,,Racing,Racers,Tiny Turbos,,2008,8294.4,0.8,482,0
8156-1,Ferrari FXX 1:17,49.99,120,80,4.2,6,Racing,Racers,Ferrari,,2008,10616.832,1.04,626,0
8157-1,Ferrari F1 1:9,89.99,316,151,4.6,7,Racing,Racers,Ferrari,,2008,24035.328,2.05,997,0
8158-1,Speed Racer & Snake Oiler,19.99,69,33,4,7,Racing,Racers,Speed Racer,,2008,4976.64,0.46,242,2
8159-1,Racer X & Taejo Togokhan,19.99,54,26,4.8,6,Racing,Racers,Speed Racer,,2008,4976.64,0.45,237,2
8160-1,Cruncher Block & Racer X,39.99,44,19,3,1,Racing,Racers,Speed Racer,,2008,9953.28,0.85,367,4
8161-1,Grand Prix Race,59.99,105,60,5,5,Racing,Racers,Speed Racer,,2008,13271.04,1.22,595,7
8290-1,Mini Forklift,7.99,16,8,4.6,7,Technical,Technic,,,2008,1244.16,0.15,89,0
8291-1,Dirt Bike,24.99,123,32,4.3,6,Technical,Technic,,,2008,4976.64,0.45,248,0
8292-1,Cherry Picker,59.99,175,54,4.3,6,Technical,Technic,,,2008,11943.936,1.34,726,0
8293-1,LEGO® Power Functions Motor Set,29.99,28,22,4,4,Technical,Power Functions,Technic,,2008,1773.216,0.19,10,0
8294-1,Excavator,59.99,44,53,4.4,9,Technical,Technic,,,2008,10616.832,0.99,720,0
8295-1,Telescopic Handler,89.99,122,85,3.4,12,Technical,Technic,,,2008,15925.248,1.91,1182,0
8296-1,Dune Buggy,19.99,44,16,4.6,10,Technical,Technic,,,2008,3981.312,0.37,199,0
8297-1,Off-Roader,119.99,183,94,3.5,10,Technical,Technic,,,2008,24035.328,2.3,1097,0
8490-1,Desert Hopper,9.99,17,4,5,1,Racing,Racers,Power Racers,,2008,2073.6,0.22,92,0
8491-1,Ram Rod,9.99,8,4,5,2,Racing,Racers,Power Racers,,2008,2073.6,0.22,72,0
8492-1,Mud Hopper,9.99,17,1,3,1,Racing,Racers,Power Racers,,2008,2073.6,0.23,59,0
8493-1,Red Ace,9.99,24,6,3.5,2,Racing,Racers,Power Racers,,2008,2073.6,0.21,82,0
8494-1,Ring of Fire,29.99,12,20,3,1,Racing,Racers,Power Racers,,2008,6635.52,0.63,268,0
8495-1,Crosstown Craze,39.99,72,21,5,1,Racing,Racers,Tiny Turbos,,2008,8294.4,0.72,503,0
8496-1,Desert Hammer,49.99,33,25,,,Racing,Racers,Power Racers,,2008,10616.832,1.07,510,0
8630-1,Gold Hunt,29.99,53,18,4.5,12,Action/Adventure,Agents,,,2008,6635.52,0.69,352,3
8631-1,Jetpack Pursuit,9.99,39,6,4.4,28,Action/Adventure,Agents,,,2008,1769.472,0.17,88,2
8632-1,Swamp Raid,19.99,28,11,4.1,18,Action/Adventure,Agents,,,2008,5971.968,0.53,231,2
8633-1,Speedboat Rescue,39.99,80,48,4.3,9,Action/Adventure,Agents,,,2008,9953.28,0.82,340,3
8634-1,Turbocar Chase,49.99,100,27,4.6,8,Action/Adventure,Agents,,,2008,13271.04,0.99,498,3
8635-1,Mobile Command Center,89.99,169,82,4.9,19,Action/Adventure,Agents,,,2008,24035.328,2.57,1154,7
8636-1,Deep Sea Quest,49.99,74,49,4.3,8,Action/Adventure,Agents,,,2008,,,520,4
8637-1,Volcano Base,69.99,137,85,4.8,5,Action/Adventure,Agents,,,2008,,,718,6
8685-1,Toa Kopaka,12.99,28,12,4.4,12,Constraction,Bionicle,Phantoka,,2008,2672.6,0.31,54,0
8686-1,Toa Lewa,12.99,30,13,4.8,16,Constraction,Bionicle,Phantoka,,2008,2672.6,0.29,52,0
8687-1,Toa Pohatu,12.99,38,9,4.6,14,Constraction,Bionicle,Phantoka,,2008,2672.6,0.31,68,0
